-48 -80 -55 -60 -62 -76 -81 -89 -76 -94 -89 -89 -73 -73 -86 -89 -84 -85 -85 -73 -89 -90 -78 -85 -80 -82 -87 -78 -88 -89 -79 -82
-48 -79 -39 -60 -61 -76 -80 -82 -75 -94 -89 -86 -73 -73 -86 -89 -85 -84 -84 -75 -89 -90 -79 -85 -80 -82 -86 -80 -88 -89 -79 -81 -82 -81
-46 -79 -39 -61 -61 -77 -79 -80 -74 -92 -84 -72 -72 -85 -83 -84 -75 -89 -90 -77 -84 -81 -78 -86 -80 -88 -89 -79 -81 -82 -81 -91 -85 -78 -90 -78
-46 -79 -41 -67 -61 -75 -79 -82 -76 -92 -86 -72 -72 -84 -85 -84 -75 -89 -90 -78 -81 -79 -80 -89 -80 -88 -89 -79 -80 -82 -81 -91 -83 -77 -90 -78 -83 -77
-47 -79 -41 -60 -62 -91 -79 -79 -76 -92 -85 -71 -71 -85 -84 -84 -75 -89 -90 -77 -81 -79 -80 -89 -80 -88 -89 -74 -80 -82 -81 -91 -83 -77 -90 -78 -87 -77 -92
-46 -79 -40 -62 -63 -76 -79 -84 -91 -92 -86 -72 -72 -84 -85 -84 -76 -89 -90 -80 -86 -78 -79 -87 -81 -88 -89 -80 -81 -83 -81 -91 -83 -77 -90 -78 -87 -77 -90 -89 -92 -95
-47 -77 -54 -62 -63 -77 -80 -80 -77 -91 -84 -71 -72 -84 -85 -84 -75 -89 -90 -78 -86 -80 -80 -87 -81 -88 -91 -80 -81 -83 -81 -91 -83 -77 -92 -77 -87 -77 -90 -89 -92 -95 -86
-47 -77 -55 -61 -63 -71 -85 -78 -77 -94 -84 -72 -72 -84 -85 -83 -75 -89 -90 -79 -81 -80 -80 -87 -79 -88 -91 -81 -83 -83 -81 -91 -83 -77 -92 -76 -87 -77 -92 -89 -92 -95 -86 -88
-47 -77 -43 -60 -62 -76 -85 -78 -80 -92 -85 -72 -72 -84 -85 -85 -75 -89 -90 -78 -81 -79 -80 -88 -80 -88 -91 -78 -81 -83 -81 -91 -83 -77 -87 -77 -87 -77 -90 -93 -92 -95 -86 -88 -91 -79 -87 -90 -88
-46 -78 -43 -67 -62 -75 -85 -78 -80 -92 -85 -72 -72 -84 -85 -83 -75 -89 -90 -78 -81 -78 -79 -88 -81 -88 -91 -80 -81 -84 -80 -91 -83 -77 -87 -77 -88 -77 -90 -93 -92 -95 -86 -88 -91 -79 -87 -90 -88 -82
-47 -78 -44 -62 -61 -75 -79 -80 -80 -92 -86 -72 -72 -83 -85 -84 -75 -89 -90 -78 -81 -81 -80 -88 -80 -88 -91 -80 -81 -84 -80 -91 -83 -76 -87 -77 -88 -76 -88 -93 -92 -95 -83 -88 -91 -79 -87 -90 -88 -82
-47 -78 -55 -61 -64 -76 -78 -78 -77 -92 -85 -73 -73 -84 -84 -83 -77 -89 -87 -78 -87 -79 -80 -85 -80 -88 -91 -80 -81 -84 -80 -91 -84 -77 -91 -77 -88 -76 -88 -93 -92 -95 -83 -89 -91 -80 -87 -90 -88 -86
-49 -80 -57 -62 -62 -76 -77 -79 -77 -92 -87 -74 -74 -85 -84 -85 -73 -89 -87 -78 -87 -80 -80 -88 -80 -88 -91 -79 -81 -84 -80 -93 -84 -77 -90 -77 -88 -77 -90 -93 -92 -95 -82 -89 -94 -81 -87 -90 -88 -89 -93
-45 -79 -45 -56 -61 -72 -78 -81 -77 -92 -83 -72 -72 -86 -85 -86 -75 -89 -87 -78 -93 -80 -81 -85 -81 -88 -91 -79 -76 -84 -80 -93 -87 -73 -90 -77 -88 -72 -90 -93 -92 -95 -82 -89 -94 -81 -87 -90 -88 -89 -93 -79
-50 -79 -54 -48 -56 -84 -79 -76 -82 -92 -83 -69 -69 -86 -86 -86 -78 -87 -95 -76 -81 -81 -86 -85 -91 -82 -76 -84 -80 -93 -87 -73 -90 -77 -88 -72 -86 -93 -92 -95 -82 -89 -94 -81 -87 -86 -87 -89 -93 -80
-49 -87 -37 -57 -52 -86 -79 -75 -83 -93 -94 -69 -68 -86 -86 -86 -71 -88 -78 -76 -82 -81 -85 -85 -91 -81 -76 -89 -83 -93 -90 -73 -90 -79 -88 -79 -88 -93 -92 -95 -82 -89 -94 -81 -87 -86 -87 -89 -93 -80 -94
-48 -90 -37 -57 -52 -86 -82 -75 -83 -92 -94 -68 -68 -86 -86 -86 -72 -88 -78 -75 -84 -81 -84 -84 -91 -81 -76 -89 -83 -93 -90 -73 -90 -79 -91 -79 -88 -93 -92 -95 -81 -89 -94 -81 -87 -86 -87 -89 -93 -84 -94 -93 -90
