-42
-42
-40	-58	-58	-47	-58	-51	-60	-60	-75	-75	-77	-78	-78	-87	-87	-88	-88	-88	-85	-81	-82	-82	-82	-84	-87	-88	-57	-86
-40	-58	-58	-47	-58	-51	-60	-60	-75	-75	-77	-78	-78	-87	-87	-88	-88	-88	-85	-81	-82	-82	-82	-84	-87	-88	-57	-86
-44	-58	-58	-46	-57	-52	-61	-62	-75	-75	-77	-78	-78	-89	-88	-87	-91	-88	-85	-81	-80	-82	-78	-82	-87	-88	-53	-86	-76	-76	-87	-85	-83	-79
-44	-58	-58	-46	-57	-52	-61	-62	-75	-75	-77	-78	-78	-89	-88	-87	-91	-88	-85	-81	-80	-82	-78	-82	-87	-88	-53	-86	-76	-76	-87	-85	-83	-79
-44	-58	-58	-46	-57	-50	-61	-62	-75	-75	-77	-77	-78	-89	-88	-87	-91	-89	-85	-81	-81	-82	-78	-85	-87	-88	-54	-86	-76	-76	-87	-86	-83	-79
-44	-58	-58	-46	-57	-50	-61	-62	-75	-75	-77	-77	-78	-89	-88	-87	-91	-89	-85	-81	-81	-82	-78	-85	-87	-88	-54	-86	-76	-76	-87	-86	-83	-79
-45	-58	-58	-46	-57	-54	-61	-62	-75	-75	-77	-77	-78	-88	-90	-87	-90	-89	-85	-76	-81	-82	-78	-85	-87	-89	-56	-86	-76	-77	-89	-86	-83	-79	-87
-45	-58	-58	-46	-57	-54	-61	-62	-75	-75	-77	-77	-78	-88	-90	-87	-90	-89	-85	-76	-81	-82	-78	-85	-87	-89	-56	-86	-76	-77	-89	-86	-83	-79	-87
-45	-58	-58	-46	-57	-54	-61	-62	-75	-75	-77	-77	-78	-88	-90	-87	-90	-89	-85	-76	-81	-82	-78	-85	-87	-89	-56	-86	-76	-77	-89	-86	-83	-79	-87
-45	-58	-58	-46	-57	-54	-61	-62	-75	-75	-77	-77	-78	-88	-90	-87	-90	-89	-85	-76	-81	-82	-78	-85	-87	-89	-56	-86	-76	-77	-89	-86	-83	-79	-87
-44	-58	-58	-46	-57	-52	-61	-62	-75	-75	-72	-77	-76	-87	-90	-89	-89	-89	-85	-76	-79	-82	-78	-85	-56	-89	-56	-86	-77	-77	-88	-86	-83	-76	-87	-79	-89
-44	-58	-58	-46	-57	-52	-61	-62	-75	-75	-72	-77	-76	-87	-90	-89	-89	-89	-85	-76	-79	-82	-78	-85	-56	-89	-56	-86	-77	-77	-88	-86	-83	-76	-87	-79	-89
-44	-58	-58	-46	-57	-53	-61	-61	-75	-75	-79	-77	-77	-90	-89	-89	-88	-89	-85	-76	-80	-82	-77	-85	-56	-87	-56	-87	-76	-77	-91	-85	-83	-76	-87	-79	-89
-44	-58	-58	-46	-57	-53	-61	-61	-75	-75	-79	-77	-77	-90	-89	-89	-88	-89	-85	-76	-80	-82	-77	-85	-56	-87	-56	-87	-76	-77	-91	-85	-83	-76	-87	-79	-89
-45	-58	-58	-46	-58	-57	-61	-61	-75	-75	-82	-77	-77	-90	-89	-89	-88	-89	-85	-75	-78	-82	-78	-85	-56	-87	-55	-87	-76	-78	-88	-85	-83	-76	-87	-79	-89	-58
-45	-58	-58	-46	-58	-57	-61	-61	-75	-75	-82	-77	-77	-90	-89	-89	-88	-89	-85	-75	-78	-82	-78	-85	-56	-87	-55	-87	-76	-78	-88	-85	-83	-76	-87	-79	-89	-58
-44	-58	-58	-46	-57	-56	-62	-61	-75	-75	-75	-76	-77	-88	-89	-89	-89	-90	-85	-75	-81	-82	-78	-85	-56	-87	-55	-87	-76	-78	-88	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87
-44	-58	-58	-46	-57	-56	-62	-61	-75	-75	-75	-76	-77	-88	-89	-89	-89	-90	-85	-75	-81	-82	-78	-85	-56	-87	-55	-87	-76	-78	-88	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87
-43	-58	-58	-46	-58	-80	-62	-62	-75	-76	-82	-75	-77	-88	-89	-89	-88	-90	-83	-76	-81	-79	-78	-82	-56	-87	-56	-85	-76	-76	-87	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-81	-82	-83
-43	-58	-58	-46	-58	-80	-62	-62	-75	-76	-82	-75	-77	-88	-89	-89	-88	-90	-83	-76	-81	-79	-78	-82	-56	-87	-56	-85	-76	-76	-87	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-81	-82	-83
-43	-58	-58	-46	-58	-80	-62	-62	-75	-76	-82	-75	-77	-88	-89	-89	-88	-90	-83	-76	-81	-79	-78	-82	-56	-87	-56	-85	-76	-76	-87	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-81	-82	-83
-43	-58	-58	-46	-58	-80	-62	-62	-75	-76	-82	-75	-77	-88	-89	-89	-88	-90	-83	-76	-81	-79	-78	-82	-56	-87	-56	-85	-76	-76	-87	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-81	-82	-83
-43	-58	-58	-46	-58	-80	-62	-62	-75	-76	-82	-75	-77	-88	-89	-89	-88	-90	-83	-76	-81	-79	-78	-82	-56	-87	-56	-85	-76	-76	-87	-85	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-81	-82	-83
-45	-58	-58	-48	-57	-55	-62	-62	-75	-76	-78	-77	-75	-86	-88	-87	-88	-90	-81	-77	-78	-77	-79	-82	-56	-87	-55	-88	-76	-77	-86	-83	-87	-76	-87	-79	-89	-58	-79	-84	-87	-80	-82	-82	-80	-85	-78	-72
-45	-58	-58	-48	-57	-55	-62	-62	-75	-76	-78	-77	-75	-86	-88	-87	-88	-90	-81	-77	-78	-77	-79	-82	-56	-87	-55	-88	-76	-77	-86	-83	-87	-76	-87	-79	-89	-58	-79	-84	-87	-80	-82	-82	-80	-85	-78	-72
-41	-57	-58	-47	-57	-55	-62	-62	-75	-74	-74	-77	-75	-88	-88	-87	-88	-90	-81	-74	-79	-77	-79	-84	-56	-87	-55	-88	-76	-75	-86	-83	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-82	-82	-80	-85	-77	-72
-41	-57	-58	-47	-57	-55	-62	-62	-75	-74	-74	-77	-75	-88	-88	-87	-88	-90	-81	-74	-79	-77	-79	-84	-56	-87	-55	-88	-76	-75	-86	-83	-83	-76	-87	-79	-89	-58	-79	-84	-87	-80	-82	-82	-80	-85	-77	-72
-45	-58	-58	-47	-58	-54	-62	-62	-75	-75	-77	-77	-78	-87	-88	-87	-88	-90	-85	-77	-79	-77	-80	-79	-56	-87	-54	-83	-76	-77	-90	-85	-82	-76	-87	-79	-89	-58	-79	-84	-87	-84	-84	-82	-80	-85	-77	-72
-45	-58	-58	-47	-58	-54	-62	-62	-75	-75	-77	-77	-78	-87	-88	-87	-88	-90	-85	-77	-79	-77	-80	-79	-56	-87	-54	-83	-76	-77	-90	-85	-82	-76	-87	-79	-89	-58	-79	-84	-87	-84	-84	-82	-80	-85	-77	-72
-55	-57	-57	-47	-58	-54	-62	-62	-75	-78	-76	-77	-76	-88	-88	-87	-87	-90	-85	-77	-81	-77	-79	-79	-56	-87	-58	-83	-76	-76	-88	-85	-86	-76	-87	-79	-89	-58	-79	-84	-87	-84	-84	-82	-80	-85	-77	-72
-55	-57	-57	-47	-58	-54	-62	-62	-75	-78	-76	-77	-76	-88	-88	-87	-87	-90	-85	-77	-81	-77	-79	-79	-56	-87	-58	-83	-76	-76	-88	-85	-86	-76	-87	-79	-89	-58	-79	-84	-87	-84	-84	-82	-80	-85	-77	-72
-42	-57	-57	-47	-58	-53	-62	-62	-75	-74	-74	-77	-78	-89	-89	-87	-88	-88	-81	-76	-79	-77	-77	-79	-56	-87	-56	-83	-76	-77	-89	-85	-81	-76	-87	-79	-89	-58	-79	-84	-87	-84	-81	-82	-81	-85	-77	-72
-42	-57	-57	-47	-58	-53	-62	-62	-75	-74	-74	-77	-78	-89	-89	-87	-88	-88	-81	-76	-79	-77	-77	-79	-56	-87	-56	-83	-76	-77	-89	-85	-81	-76	-87	-79	-89	-58	-79	-84	-87	-84	-81	-82	-81	-85	-77	-72
-42	-57	-57	-47	-58	-53	-62	-62	-75	-74	-74	-77	-78	-89	-89	-87	-88	-88	-81	-76	-79	-77	-77	-79	-56	-87	-56	-83	-76	-77	-89	-85	-81	-76	-87	-79	-89	-58	-79	-84	-87	-84	-81	-82	-81	-85	-77	-72
