
-50 -75 -87 -74 -47 -57 -83 -80 -84 -64 -85 -85
-50 -74 -86 -74 -49 -57 -84 -79 -84 -64 -85 -85 -81 -72
-49 -74 -86 -75 -51 -56 -85 -80 -86 -64 -85 -85 -80 -72 -75 -77
-51 -74 -86 -75 -51 -57 -85 -82 -86 -65 -87 -85 -80 -72 -74 -88
