0.42	0.48	0.4	0.36
0.45	0.45	0.41	0.38
0.45	0.45	0.41	0.38
0.45	0.45	0.44	0.36
0.49	0.34	0.44	0.35
0.53	0.39	0.46	0.43
0.53	0.38	0.47	0.46
0.5100000000000006	0.4207547169811325	0.39830188679245276	0.358679245283019
0.49	0.35	0.44	0.37
0.49	0.35	0.44	0.37
0.56	0.38	0.44	0.41
0.45	0.46	0.41	0.37
0.43	0.46	0.4	0.36
0.54	0.42	0.49	0.4
0.54	0.42	0.48	0.42
0.52	0.34	0.5	0.47
0.54	0.42	0.48	0.42
0.53	0.38	0.47	0.46
0.45	0.46	0.41	0.37
0.5	0.36	0.44	0.37
0.5	0.38	0.47	0.43
0.51	0.38	0.47	0.43
0.54	0.42	0.48	0.42
0.53	0.405	0.46499999999999997	0.43
0.5333333333333333	0.4033333333333333	0.47333333333333333	0.42333333333333334
0.54	0.4	0.49	0.41
0.54	0.4	0.49	0.41
0.54	0.39	0.51	0.43
0.5	0.36	0.44	0.37
0.5	0.38	0.47	0.43
0.54	0.42	0.5	0.4
0.54	0.39	0.51	0.43
0.55	0.38000000000000006	0.51	0.43
0.55	0.38	0.51	0.43
0.5711111111111111	0.3766666666666667	0.498888888888889	0.41555555555555557
0.56	0.34	0.42	0.42
0.52	0.35	0.5	0.48
0.49	0.46	0.42	0.35
0.575	0.375	0.515	0.44
0.57	0.38	0.52	0.45
0.57	0.36	0.52	0.46
0.55	0.38	0.42	0.4
0.56	0.34	0.42	0.42
0.45	0.44	0.45	0.36
0.52	0.35	0.5	0.48
0.51	0.42	0.41	0.44
0.51	0.42	0.41	0.44
0.52	0.42	0.45	0.4
0.57	0.36	0.52	0.46
0.5733333333333333	0.3666666666666667	0.5166666666666667	0.45333333333333337
0.52	0.34	0.5	0.46
0.43	0.46	0.4	0.36
0.5	0.4	0.42	0.35
0.5	0.4	0.42	0.35
0.57	0.4	0.52	0.43
0.52	0.34	0.5	0.46
0.43	0.46	0.4	0.36
0.5	0.37	0.46	0.4
0.5	0.41	0.44	0.35
0.5	0.41	0.44	0.35
0.43	0.46	0.4	0.36
0.49	0.42	0.46	0.38
0.51	0.39	0.46	0.36
0.51	0.39	0.46	0.36
0.55	0.36	0.52	0.46
0.46	0.43	0.43	0.36
0.52	0.34	0.5	0.46
0.55	0.36	0.52	0.46
0.46	0.43	0.43	0.36
0.53	0.39	0.45	0.37
0.52	0.34	0.5	0.46
0.55	0.36	0.52	0.46
0.49	0.42	0.46	0.38
0.57	0.39	0.53	0.44
0.44	0.4	0.41	0.34
0.55	0.36	0.52	0.46
0.48	0.44	0.45	0.38
0.586	0.38	0.492	0.42800000000000005
0.43	0.46	0.44	0.36
0.57	0.34	0.5	0.48
0.57	0.34	0.5	0.48
0.52	0.34	0.5	0.46
0.43	0.46	0.44	0.36
0.48	0.44	0.45	0.38
0.44	0.4	0.41	0.34
0.57	0.34	0.5	0.48
0.57	0.39	0.53	0.44
0.51	0.35	0.51	0.44
0.43	0.46	0.44	0.36
0.51	0.35	0.51	0.44
0.59	0.38	0.52	0.45
0.51	0.35	0.51	0.44
0.53	0.405	0.46499999999999997	0.405
0.52	0.44	0.38	0.36
0.53	0.42	0.39	0.37
0.51	0.4	0.42	0.37
0.58	0.37333333333333335	0.5133333333333333	0.44
0.47	0.43	0.41	0.36
0.6	0.37	0.51	0.47
0.59	0.35	0.49	0.49
0.51	0.37	0.4	0.37
0.51	0.37	0.4	0.37
0.52	0.38000000000000006	0.43	0.38999999999999996
0.59	0.35	0.49	0.49
0.52	0.38	0.43	0.39
0.48	0.44	0.44	0.38
0.51	0.38	0.44	0.41
0.59	0.35	0.49	0.49
0.465	0.39	0.435	0.37
0.5	0.44	0.49	0.42
0.52	0.41	0.44	0.43
0.52	0.41	0.44	0.43
0.52	0.41	0.44	0.43
0.5714285714285714	0.3657142857142857	0.5085714285714286	0.46
0.6	0.37	0.51	0.47
0.49	0.43	0.41	0.37
0.49	0.43	0.41	0.37
0.51	0.38	0.44	0.41
0.47	0.39	0.43	0.37
0.52	0.37	0.44	0.43
0.52	0.37	0.44	0.43
0.52	0.37	0.44	0.43
0.59	0.35	0.49	0.49
0.5	0.44	0.49	0.42
0.63	0.36	0.5	0.47
0.515	0.375	0.44	0.42
0.47	0.39	0.43	0.37
0.47	0.39	0.43	0.38
0.63	0.36	0.5	0.47
0.47	0.39	0.43	0.38
0.5	0.41	0.5	0.43
0.5	0.42	0.53	0.42
0.51	0.41	0.44	0.4
0.47	0.39	0.43	0.38
0.5	0.41	0.5	0.43
0.5	0.42	0.53	0.42
0.59	0.37333333333333335	0.48	0.47333333333333333
0.47	0.39	0.43	0.38
0.59	0.38	0.48	0.48
0.63	0.35	0.48	0.5
0.59	0.33	0.5	0.5
0.59	0.33	0.5	0.5
0.51	0.4	0.44	0.42
0.51	0.4	0.44	0.42
0.49	0.41	0.53	0.38
0.49	0.42	0.53	0.4
0.49	0.42	0.53	0.4
0.63	0.35	0.48	0.5
0.49	0.4	0.53	0.38
0.49	0.4	0.53	0.38
0.49	0.41	0.53	0.38
0.49	0.41	0.52	0.38
0.49	0.4	0.54	0.39
0.5	0.42	0.53	0.42
0.59	0.33	0.5	0.5
0.59	0.33	0.5	0.5
0.47	0.4	0.52	0.39
0.49	0.41	0.52	0.4
0.49	0.41	0.52	0.4
0.49	0.41	0.52	0.38
0.49	0.41	0.52	0.38
0.62	0.38	0.5	0.47
0.49	0.39	0.46	0.39
0.5	0.38	0.46	0.45
0.63	0.38	0.5	0.45
0.63	0.37	0.48	0.5
0.49	0.39	0.46	0.39
0.5	0.38	0.46	0.45
0.61	0.38	0.49	0.46
0.63	0.37	0.48	0.5
0.49	0.39	0.46	0.39
0.61	0.38	0.49	0.46
0.6	0.32	0.51	0.49
0.49	0.39	0.46	0.39
0.59	0.37	0.5	0.49
0.615	0.325	0.495	0.5
0.52	0.39	0.43	0.4
0.59	0.37	0.5	0.49
0.63	0.33	0.48	0.51
0.5	0.42	0.45	0.4
0.6	0.32	0.51	0.49
0.5	0.42	0.45	0.4
0.6	0.32	0.51	0.49
0.58	0.36	0.5	0.49
0.58	0.36	0.5	0.49
0.52	0.39	0.43	0.4
0.5	0.4	0.44	0.4
0.53	0.42	0.44	0.4
0.5	0.4	0.44	0.4
0.53	0.39	0.44	0.42
0.5	0.4	0.44	0.4
0.56	0.375	0.47	0.445
0.56	0.34	0.48	0.46
0.59	0.33	0.5	0.49
0.53	0.39	0.44	0.42
0.59	0.33	0.5	0.49
0.61	0.34	0.52	0.5
0.59	0.33	0.5	0.49
0.58	0.35	0.47	0.44
0.6	0.32	0.5	0.5
0.52	0.4	0.44	0.41
0.58	0.33	0.5	0.45
0.59	0.35	0.47	0.46
0.57	0.34	0.49	0.45
0.57	0.34	0.49	0.45
0.57	0.34	0.49	0.45
0.58	0.33	0.5	0.45
0.5333333333333333	0.4000000000000001	0.44	0.39666666666666667
0.59	0.33999999999999997	0.495	0.475
0.595	0.34	0.51	0.46499999999999997
0.58	0.34	0.5	0.43
0.58	0.34	0.5	0.43
0.59	0.35	0.47	0.46
0.575	0.35	0.5075000000000001	0.48
0.56	0.35	0.5	0.48
0.56	0.35	0.5	0.48
0.54	0.4	0.44	0.39
0.5800000000000001	0.355	0.51	0.47
0.57	0.34	0.53	0.5
0.57	0.34	0.47	0.46
0.55	0.35	0.48	0.44
0.54	0.4	0.44	0.39
0.55	0.39	0.47	0.41
0.6	0.33	0.52	0.51
0.62	0.33	0.49	0.48
0.6	0.36	0.52	0.46
0.59	0.35	0.5	0.51
0.62	0.33	0.49	0.48
0.59	0.32	0.51	0.5
0.54	0.4	0.44	0.44
0.6	0.36	0.52	0.47
0.59	0.3499999999999999	0.5	0.51
0.57	0.34	0.53	0.5
0.6	0.36	0.52	0.47
0.55	0.39	0.47	0.41
0.6	0.34	0.49	0.47
0.54	0.4	0.43	0.43
0.6	0.3866666666666667	0.5	0.45333333333333337
0.5866666666666666	0.37333333333333335	0.5066666666666667	0.46
0.6	0.35	0.48	0.52
0.54	0.4	0.43	0.43
0.6	0.35	0.48	0.52
0.54	0.4	0.43	0.43
0.54	0.42	0.44	0.44
0.58	0.34	0.47	0.51
0.59	0.32	0.51	0.5
0.54	0.4	0.43	0.43
0.58	0.34	0.47	0.51
0.58	0.33	0.47	0.55
0.56	0.41	0.43	0.44
0.58	0.34	0.47	0.51
0.54	0.42	0.44	0.44
0.58	0.33	0.47	0.55
0.6	0.35	0.51	0.51
0.62	0.32	0.49	0.56
0.53	0.41	0.44	0.45
0.6060000000000001	0.34400000000000003	0.51	0.516
0.61	0.34	0.51	0.52
0.56	0.33	0.47	0.56
0.6	0.33	0.485	0.5449999999999999
0.59	0.33	0.47	0.57
0.53	0.41	0.44	0.45
0.59	0.33	0.47	0.57
0.61	0.31	0.49	0.57
0.55	0.39	0.48	0.46
0.56	0.33	0.47	0.56
0.53	0.41	0.44	0.45
0.58	0.315	0.46499999999999997	0.565
0.59	0.28	0.47	0.55
0.57	0.42	0.48	0.45
0.57	0.3	0.46	0.56
0.55	0.33	0.48	0.56
0.57	0.42	0.48	0.45
0.57	0.3	0.46	0.56
0.57	0.42	0.48	0.45
0.56	0.28	0.45	0.57
0.56	0.4	0.48	0.47
0.57	0.42	0.48	0.45
0.55	0.33	0.48	0.56
0.56	0.4	0.48	0.47
0.55	0.32	0.45	0.56
0.5733333333333334	0.3666666666666667	0.47	0.5033333333333333
0.57	0.42	0.48	0.45
0.55	0.32	0.45	0.56
0.6	0.42	0.43	0.47
0.57	0.4	0.48	0.49
0.6	0.42	0.43	0.47
0.57	0.3	0.46	0.56
0.56	0.36	0.47	0.53
0.55	0.31	0.45	0.6
0.54	0.29	0.43	0.58
0.59	0.44	0.48	0.46
0.59	0.44	0.48	0.46
0.55	0.32	0.46	0.57
0.5549999999999999	0.35	0.44999999999999996	0.5249999999999999
0.55	0.32	0.46	0.57
0.55	0.31	0.45	0.6
0.6	0.4	0.47	0.49
0.57	0.41	0.47	0.47
0.57	0.29	0.44	0.57
0.55	0.32	0.46	0.57
0.57	0.3	0.46	0.56
0.63	0.41	0.43	0.49
0.63	0.41	0.43	0.49
0.58	0.39	0.44	0.47
0.57	0.3	0.46	0.57
0.57	0.34	0.47	0.56
0.62	0.41	0.43	0.49
0.58	0.39	0.44	0.47
0.57	0.34	0.47	0.56
0.62	0.41	0.43	0.49
0.5774999999999999	0.34	0.475	0.5525
0.57	0.3	0.46	0.57
0.55	0.31	0.48	0.6
0.6	0.34	0.49	0.53
0.59	0.36	0.44	0.49
0.6	0.34	0.49	0.53
0.58	0.36	0.45	0.57
0.55	0.31	0.48	0.6
0.53	0.31	0.45	0.59
0.58	0.36	0.45	0.57
0.6	0.36	0.46	0.49
0.59	0.36	0.44	0.49
0.6	0.39	0.45	0.49
0.6	0.36	0.46	0.49
0.6	0.36	0.42	0.5
0.58	0.34	0.48	0.51
0.6	0.34	0.44	0.5
0.575	0.345	0.48	0.575
0.5928571428571429	0.36714285714285716	0.49285714285714277	0.5499999999999999
