0.48	0.38	0.37	0.3	0.3	0.29	0.32	0.41	0.43	0.42	0.3	0.3	0.31	0.29
0.49	0.36	0.41	0.32	0.31	0.33	0.34	0.43	0.44	0.42	0.33	0.3	0.26	0.36
0.41	0.33	0.34	0.3	0.3	0.29	0.28	0.52	0.37	0.36	0.39	0.39	0.39	0.37
0.42	0.31	0.33	0.29	0.27	0.29	0.27	0.48	0.34	0.38	0.4	0.4	0.4	0.39
0.49	0.36	0.41	0.32	0.31	0.33	0.34	0.43	0.44	0.42	0.33	0.3	0.26	0.36
0.43	0.31	0.34	0.34	0.32	0.33	0.3	0.44	0.38	0.35	0.36	0.37	0.38	0.38
0.41	0.33	0.34	0.3	0.3	0.29	0.28	0.52	0.37	0.36	0.39	0.39	0.39	0.37
0.45	0.33	0.34	0.35	0.35	0.36	0.32	0.44	0.38	0.36	0.34	0.35	0.38	0.38
0.43	0.31	0.34	0.34	0.32	0.33	0.3	0.44	0.38	0.35	0.36	0.37	0.38	0.38
0.48	0.35	0.4	0.33	0.31	0.34	0.35	0.41	0.46	0.43	0.29	0.29	0.25	0.22
0.48	0.38	0.37	0.32	0.32	0.32	0.33	0.39	0.43	0.44	0.3	0.3	0.31	0.28
0.41	0.33	0.34	0.3	0.3	0.29	0.28	0.52	0.37	0.36	0.39	0.39	0.39	0.37
0.45	0.33	0.34	0.35	0.35	0.36	0.32	0.44	0.38	0.36	0.34	0.35	0.38	0.38
0.42	0.31	0.34	0.31	0.3	0.3	0.28	0.45	0.38	0.35	0.37	0.38	0.39	0.39
0.42	0.31	0.34	0.31	0.3	0.3	0.28	0.45	0.38	0.35	0.37	0.38	0.39	0.39
0.42	0.31	0.33	0.29	0.27	0.29	0.27	0.48	0.34	0.38	0.4	0.4	0.4	0.39
0.49	0.36	0.43	0.32	0.32	0.33	0.35	0.43	0.46	0.42	0.32	0.3	0.26	0.36
0.44	0.35	0.34	0.35	0.35	0.36	0.33	0.48	0.37	0.36	0.34	0.35	0.38	0.38
0.49	0.36	0.43	0.32	0.32	0.33	0.35	0.43	0.46	0.42	0.32	0.3	0.26	0.36
0.48	0.38	0.37	0.32	0.32	0.32	0.33	0.39	0.43	0.44	0.3	0.3	0.31	0.28
0.41	0.34	0.34	0.3	0.3	0.29	0.28	0.49	0.36000000000000004	0.36000000000000004	0.41	0.41	0.38999999999999996	0.36999999999999994
0.44	0.35	0.34	0.35	0.35	0.36	0.33	0.48	0.37	0.36	0.34	0.35	0.38	0.38
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.44	0.47	0.35	0.36	0.37	0.37	0.37
0.49	0.36	0.43	0.32	0.32	0.33	0.35	0.43	0.46	0.42	0.32	0.3	0.26	0.36
0.41	0.34	0.34	0.3	0.3	0.29	0.28	0.49	0.36	0.36	0.41	0.41	0.39	0.37
0.42	0.31	0.34	0.28	0.29	0.29	0.27	0.47	0.34	0.36	0.38	0.38	0.39	0.39
0.41	0.31	0.34	0.28	0.28	0.29	0.27	0.49	0.34	0.38	0.4	0.4	0.4	0.39
0.48	0.35	0.4	0.33	0.31	0.34	0.35	0.41	0.46	0.43	0.29	0.29	0.25	0.22
0.49	0.36	0.43	0.32	0.32	0.33	0.35	0.43	0.46	0.42	0.32	0.3	0.26	0.36
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.44	0.47	0.35	0.36	0.37	0.37	0.37
0.48	0.39	0.39	0.31	0.32	0.31	0.33	0.37	0.46	0.44	0.3	0.3	0.31	0.28
0.48	0.39	0.39	0.31	0.32	0.31	0.33	0.37	0.46	0.44	0.3	0.3	0.31	0.28
0.49	0.38	0.43	0.32	0.32	0.33	0.35	0.43	0.46	0.42	0.29	0.29	0.26	0.36
0.43	0.36	0.36	0.38	0.38	0.38	0.35	0.48	0.41	0.35	0.36	0.36	0.37	0.37
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.48	0.45	0.35	0.36	0.37	0.36	0.37
0.48	0.35	0.41	0.33	0.34	0.35	0.36	0.4	0.48	0.42	0.27	0.28	0.25	0.22
0.41	0.33	0.34	0.31	0.31	0.3	0.29	0.49	0.36	0.38	0.41	0.41	0.39	0.37
0.48	0.35	0.41	0.33	0.34	0.35	0.36	0.4	0.48	0.42	0.27	0.28	0.25	0.22
0.41	0.33	0.34	0.31	0.31	0.3	0.29	0.49	0.36	0.38	0.41	0.41	0.39	0.37
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.48	0.45	0.35	0.36	0.37	0.36	0.37
0.51	0.4	0.43	0.32	0.32	0.32	0.35	0.39	0.46	0.42	0.29	0.29	0.25	0.36
0.41	0.33	0.34	0.31	0.31	0.3	0.29	0.49	0.36	0.38	0.41	0.41	0.39	0.37
0.43	0.32	0.32	0.28	0.28	0.28	0.28	0.49	0.37	0.35	0.38	0.39	0.39	0.39
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.46	0.43	0.35	0.36	0.37	0.36	0.37
0.48	0.38	0.37	0.38	0.38	0.38	0.36	0.46	0.43	0.35	0.36	0.37	0.36	0.37
0.41	0.34	0.34	0.3	0.31	0.3	0.29	0.49	0.38	0.39	0.4	0.4	0.37	0.37
0.43	0.32	0.32	0.28	0.28	0.28	0.28	0.49	0.37	0.35	0.38	0.39	0.39	0.39
0.48	0.39	0.37	0.38	0.37	0.38	0.37	0.46	0.44	0.35	0.35	0.36	0.36	0.37
0.51	0.4	0.44	0.31	0.32	0.32	0.35	0.37	0.5	0.43	0.28	0.27	0.23	0.23
0.51	0.39	0.4	0.36	0.36	0.36	0.35	0.39	0.48	0.45	0.3	0.3	0.3	0.28
0.43	0.32	0.34	0.33	0.33	0.33	0.3	0.49	0.38	0.37	0.36	0.37	0.36	0.36
0.41	0.34	0.34	0.3	0.31	0.3	0.29	0.49	0.38	0.39	0.4	0.4	0.37	0.37
0.49	0.4	0.41	0.33	0.34	0.36	0.37	0.36	0.49	0.46	0.25	0.27	0.25	0.22
0.51	0.39	0.4	0.36	0.36	0.36	0.35	0.39	0.48	0.45	0.3	0.3	0.3	0.28
0.43	0.32	0.34	0.33	0.33	0.33	0.3	0.49	0.38	0.37	0.36	0.37	0.36	0.36
0.43	0.32	0.34	0.33	0.33	0.33	0.3	0.49	0.38	0.37	0.36	0.37	0.36	0.36
0.51	0.4	0.44	0.31	0.32	0.32	0.35	0.37	0.5	0.43	0.28	0.27	0.23	0.23
0.41	0.32	0.32	0.3	0.31	0.3	0.29	0.48	0.37	0.36	0.39	0.39	0.4	0.39
0.48	0.39	0.37	0.38	0.37	0.38	0.37	0.46	0.44	0.35	0.35	0.36	0.36	0.37
0.515	0.405	0.43	0.33499999999999996	0.33999999999999997	0.345	0.36	0.38	0.49	0.44	0.29000000000000004	0.28500000000000003	0.26	0.255
0.49	0.4	0.41	0.33	0.34	0.36	0.37	0.36	0.49	0.46	0.25	0.27	0.25	0.22
0.51	0.4	0.44	0.31	0.32	0.32	0.35	0.37	0.5	0.43	0.28	0.27	0.23	0.23
0.43	0.32	0.33	0.3	0.31	0.31	0.3	0.5	0.36	0.36	0.36	0.37	0.36	0.36
0.41	0.32	0.32	0.3	0.31	0.3	0.29	0.48	0.37	0.36	0.39	0.39	0.4	0.39
0.47	0.38	0.38	0.37	0.37	0.38	0.37	0.48	0.42	0.35	0.34	0.36	0.36	0.37
0.43	0.32	0.33	0.3	0.31	0.31	0.3	0.5	0.36	0.36	0.36	0.37	0.36	0.36
0.43	0.32	0.33	0.3	0.31	0.31	0.3	0.5	0.36	0.36	0.36	0.37	0.36	0.36
0.52	0.41	0.42	0.36	0.36	0.37	0.37	0.39	0.48	0.45	0.3	0.3	0.29	0.28
0.54	0.42	0.43	0.36	0.37	0.38	0.39	0.38	0.48	0.45	0.3	0.3	0.29	0.28
0.43	0.34	0.33	0.3	0.32	0.32	0.3	0.5	0.4	0.36	0.37	0.38	0.37	0.36
0.49	0.41	0.41	0.36	0.36	0.39	0.38	0.36	0.5	0.47	0.25	0.26	0.25	0.22
0.54	0.42	0.43	0.36	0.37	0.38	0.39	0.38	0.48	0.45	0.3	0.3	0.29	0.28
0.49	0.41	0.41	0.36	0.36	0.39	0.38	0.36	0.5	0.47	0.25	0.26	0.25	0.22
0.43	0.32	0.32	0.3	0.31	0.3	0.29	0.49	0.37	0.36	0.38	0.39	0.4	0.39
0.49	0.405	0.405	0.34	0.35	0.36	0.355	0.415	0.46499999999999997	0.41	0.30000000000000004	0.3	0.295	0.3
0.46	0.39	0.37	0.34	0.35	0.34	0.35	0.48	0.42	0.35	0.34	0.36	0.36	0.37
0.43	0.34	0.33	0.3	0.32	0.32	0.3	0.5	0.4	0.36	0.37	0.38	0.37	0.36
0.53	0.48	0.44	0.43	0.43	0.43	0.43	0.38	0.46	0.43	0.25	0.25	0.24	0.24
0.52	0.42	0.44	0.34	0.35	0.38	0.36	0.35	0.51	0.47	0.26	0.24	0.23	0.23
0.43	0.32	0.32	0.3	0.31	0.3	0.29	0.49	0.37	0.36	0.38	0.39	0.4	0.39
0.53	0.48	0.44	0.43	0.43	0.43	0.43	0.38	0.46	0.43	0.25	0.25	0.24	0.24
0.52	0.42	0.44	0.34	0.35	0.38	0.36	0.35	0.51	0.47	0.26	0.24	0.23	0.23
0.43	0.34	0.33	0.3	0.32	0.32	0.3	0.5	0.4	0.36	0.37	0.38	0.37	0.36
0.53	0.48	0.45	0.43	0.43	0.43	0.43	0.38	0.45	0.43	0.25	0.25	0.24	0.24
0.53	0.48	0.44	0.43	0.43	0.43	0.43	0.38	0.46	0.43	0.25	0.25	0.24	0.24
0.43	0.34	0.33	0.3	0.32	0.32	0.3	0.5	0.4	0.36	0.37	0.38	0.37	0.36
0.54	0.49	0.44	0.44	0.45	0.45	0.44	0.38000000000000006	0.44	0.42	0.25	0.25	0.24	0.24
0.54	0.49	0.44	0.44	0.45	0.45	0.44	0.38	0.44	0.42	0.25	0.25	0.24	0.24
0.53	0.48	0.45	0.43	0.43	0.43	0.43	0.38	0.45	0.43	0.25	0.25	0.24	0.24
0.53	0.48	0.45	0.43	0.43	0.43	0.43	0.38	0.45	0.43	0.25	0.25	0.24	0.24
0.54	0.44	0.44	0.39	0.39	0.39	0.4	0.36	0.48	0.45	0.28	0.28	0.28	0.27
0.53	0.48	0.45	0.43	0.44	0.43	0.43	0.39	0.43	0.41	0.26	0.25	0.25	0.24
0.53	0.48	0.45	0.43	0.43	0.43	0.43	0.38	0.45	0.43	0.25	0.25	0.24	0.24
0.54	0.44	0.44	0.39	0.39	0.39	0.4	0.36	0.48	0.45	0.28	0.28	0.28	0.27
0.46	0.39	0.38	0.34	0.35	0.35	0.35	0.48	0.41	0.35	0.35	0.36	0.36	0.37
0.53	0.48	0.45	0.43	0.44	0.43	0.43	0.39	0.43	0.41	0.26	0.25	0.25	0.24
0.46	0.39	0.38	0.34	0.34	0.34	0.35	0.48	0.41	0.35	0.35	0.36	0.36	0.37
0.53	0.46	0.45	0.42	0.42	0.43	0.43	0.43	0.43	0.41	0.3	0.3	0.29	0.37
0.52	0.41	0.41	0.36	0.36	0.36	0.39	0.35	0.5	0.45	0.25	0.26	0.25	0.22
0.53	0.46	0.45	0.42	0.42	0.43	0.43	0.43	0.43	0.41	0.3	0.3	0.29	0.37
0.42	0.36	0.33	0.31	0.32	0.32	0.3	0.5	0.39	0.35	0.37	0.38	0.37	0.36
0.42	0.36	0.33	0.31	0.32	0.32	0.3	0.5	0.39	0.35	0.37	0.38	0.37	0.36
0.53	0.46	0.45	0.42	0.42	0.43	0.43	0.43	0.43	0.41	0.3	0.3	0.29	0.37
0.52	0.4	0.43	0.34	0.35	0.36	0.36	0.35	0.51	0.47	0.24	0.23	0.23	0.23
0.42	0.36	0.33	0.31	0.32	0.32	0.3	0.5	0.39	0.35	0.37	0.38	0.37	0.36
0.55	0.49	0.44	0.48	0.48	0.48	0.45	0.38	0.44	0.43	0.25	0.25	0.24	0.24
0.53	0.46	0.45	0.42	0.42	0.43	0.43	0.43	0.43	0.41	0.3	0.3	0.29	0.37
0.54	0.45	0.46	0.4	0.4	0.39	0.41	0.38	0.45	0.42	0.27	0.28	0.26	0.27
0.52	0.4000000000000001	0.43	0.34	0.3499999999999999	0.36000000000000004	0.36000000000000004	0.3499999999999999	0.51	0.47	0.24	0.23	0.23	0.23
0.44	0.42	0.39	0.37	0.38	0.36	0.35	0.45	0.41	0.35	0.34	0.34	0.34	0.34
0.44	0.32	0.32	0.31	0.32	0.31	0.29	0.49	0.36	0.36	0.38	0.39	0.4	0.39
0.55	0.49	0.44	0.48	0.48	0.48	0.45	0.38	0.44	0.43	0.25	0.25	0.24	0.24
0.52	0.41	0.41	0.36	0.36	0.36	0.39	0.35	0.5	0.45	0.25	0.26	0.25	0.22
0.44	0.42	0.39	0.37	0.38	0.36	0.35	0.45	0.41	0.35	0.34	0.34	0.34	0.34
0.542	0.466	0.44000000000000006	0.4640000000000001	0.45600000000000007	0.45600000000000007	0.42400000000000004	0.398	0.49000000000000005	0.44000000000000006	0.25	0.25	0.25	0.24
0.55	0.49	0.44	0.48	0.48	0.48	0.45	0.38	0.44	0.43	0.25	0.25	0.24	0.24
0.54	0.45	0.46	0.4	0.4	0.39	0.41	0.38	0.45	0.42	0.27	0.28	0.26	0.27
0.44	0.32	0.33	0.325	0.33	0.32	0.295	0.49	0.375	0.365	0.375	0.385	0.39	0.385
0.44	0.36	0.33	0.34	0.35	0.35	0.33	0.48	0.4	0.35	0.36	0.37	0.37	0.36
0.53	0.48	0.44	0.46	0.46	0.47	0.43	0.4	0.49	0.44	0.25	0.25	0.25	0.24
0.44	0.33999999999999997	0.335	0.34	0.345	0.33999999999999997	0.315	0.485	0.395	0.36	0.365	0.375	0.375	0.37
0.55	0.49	0.44	0.48	0.48	0.48	0.44	0.39	0.49	0.44	0.25	0.25	0.25	0.24
0.54	0.44	0.42	0.36	0.36	0.37	0.4	0.34	0.47	0.45	0.23	0.24	0.24	0.21
0.46	0.41	0.39	0.37	0.38	0.36	0.36	0.41	0.42	0.37	0.34	0.34	0.34	0.34
0.44	0.36	0.33	0.34	0.35	0.35	0.33	0.48	0.4	0.35	0.36	0.37	0.37	0.36
0.47	0.43	0.4	0.37	0.37	0.38	0.34	0.41	0.46	0.36	0.3	0.3	0.31	0.33
0.53	0.48	0.44	0.46	0.46	0.47	0.43	0.4	0.49	0.44	0.25	0.25	0.25	0.24
0.42	0.37	0.35	0.36	0.36	0.37	0.34	0.48	0.4	0.36	0.36	0.37	0.37	0.36
0.45	0.41	0.38	0.37	0.38	0.37	0.32	0.42	0.46	0.37	0.32	0.31	0.33	0.33
0.45	0.41	0.38	0.37	0.38	0.37	0.32	0.42	0.46	0.37	0.32	0.31	0.33	0.33
0.49	0.43	0.4	0.37	0.36	0.37	0.34	0.38	0.45	0.36	0.3	0.3	0.31	0.33
0.48	0.435	0.4	0.38	0.375	0.38	0.34	0.4	0.455	0.38	0.3	0.3	0.31	0.33
0.47	0.44	0.4	0.39	0.39	0.39	0.34	0.42	0.46	0.4	0.3	0.3	0.31	0.33
0.53	0.48	0.44	0.46	0.46	0.47	0.43	0.4	0.49	0.44	0.25	0.25	0.25	0.24
0.53	0.49	0.47	0.45	0.45	0.44	0.43	0.39	0.46	0.43	0.24	0.25	0.25	0.26
0.54	0.44	0.42	0.36	0.36	0.37	0.4	0.34	0.47	0.45	0.23	0.24	0.24	0.21
0.42	0.37	0.35	0.36	0.36	0.37	0.34	0.48	0.4	0.36	0.36	0.37	0.37	0.36
0.45	0.37	0.36	0.34	0.35	0.35	0.32	0.45	0.41	0.38	0.34	0.34	0.35	0.36
