5.2537,3.5109,-36.4,-59.6,-45.3,-61.8,-74.9,-57.3,-61.9,-71.1,-78.7,-79.4,-67.5
5.2382,3.1416,-45.4,-58.5,-45.6,-59.9,-65.2,-59.7,-61.1,-69.4,-94,-88,-74.5
5.1973,2.6378,-43.2,-56.8,-47,-56.7,-65.2,-60.6,-59.7,-68,-94.5,-84.6,-69.5
5.1698,2.1168,-44.1,-55.6,-47.9,-54.3,-73.2,-63.3,-59.9,-65.8,-100,-85.4,-69.3
5.1955,1.6226,-37.1,-54.2,-54.2,-54.8,-69.6,-64,-63.3,-63.8,-94,-81.5,-70.7
5.2115,1.132,-39.5,-52.8,-50.6,-54.6,-62.5,-61.7,-63.8,-65.8,-79.1,-81.6,-74.4
5.1586,0.61211,-39.9,-55,-50,-54.3,-58.3,-62.9,-65.2,-61.6,-90.5,-79.2,-72.5
5.1521,0.08492,-44.9,-49.8,-55.7,-54.5,-56.7,-64,-60.8,-64.6,-82.2,-81.1,-73.9
5.1132,-0.44256,-43.4,-49.6,-48,-56.4,-68,-61.6,-61.5,-63.3,-90.7,-81,-74.2
5.1563,-0.90059,-39.9,-47.1,-57.7,-54.9,-72.6,-64.3,-65.9,-63.9,-86.6,-79.4,-77.4
5.1693,-1.4094,-46.4,-43.4,-55.1,-58.8,-67.3,-64.9,-58.6,-65,-87,-80.6,-79.7
5.1526,-1.8917,-42.7,-46.6,-50.1,-57.4,-68.8,-63.7,-64.3,-66.6,-80.3,-76.9,-79
5.2116,-2.7881,-46.2,-35.5,-49.3,-62.8,-63.6,-68.7,-66.6,-62.5,-83.6,-76.3,-79.7
5.2014,-2.8596,-45.1,-44.9,-57,-66.9,-61,-67.5,-67.6,-56,-77.8,-71.7,-81.3
5.1668,-3.3932,-40.1,-40.2,-59.1,-68.9,-64.3,-67.9,-66.9,-61,-96,-76.2,-83.9
5.1882,-3.8671,-47.8,-34,-56.8,-65.1,-62.2,-66.9,-67.7,-56,-76.7,-77,-84
5.1688,-4.4014,-51,-34,-61.9,-67.7,-57.7,-68.5,-71.1,-54.6,-93.4,-75.8,-82.3
5.1796,-4.8898,-51.7,-30.6,-54.8,-71.8,-58.6,-76.3,-70.4,-54.9,-74.8,-70.5,-87.2
5.165,-5.3887,-48.8,-29.7,-69.2,-61.4,-59,-70.6,-77.9,-55.1,-84.9,-75.5,-86.4
5.1875,-5.8796,-54.8,-31.1,-61,-64.1,-63.6,-73,-78.7,-52.8,-74.3,-72.7,-85.3
5.1296,-6.4249,-48.9,-30.4,-60,-68.8,-58.2,-71.5,-79.4,-51.3,-77.9,-66.6,-87.2
5.1512,-6.9053,-53.5,-40,-64.4,-69.3,-67.8,-74,-76.9,-54,-83.4,-72,-86.4
5.1795,-7.3736,-60.1,-39.8,-75.2,-69.1,-51.9,-75.2,-79.2,-56.9,-82.2,-67.6,-86.5
5.1769,-7.8872,-54.5,-57,-65.2,-69,-60.4,-72,-82.9,-56,-81.1,-64.8,-88.3
5.1626,-8.4127,-57.8,-46,-68.2,-69,-51.1,-73.6,-98,-59.4,-98.3,-65.3,-88.6
5.1922,-8.8626,-56.2,-42.4,-62,-70,-57.4,-74.2,-100,-58.7,-77.4,-64.5,-89.8
