-45 -86 -67 -80 -79 -88 -79 -77 -78 -77 -91 -84 -92 -91 -91 -84 -85 -85 -79 -45
-47 -84 -68 -80 -83 -88 -82 -77 -77 -77 -91 -84 -88 -89 -91 -87 -85 -86 -80 -44 -85 -84 -87 -87
-50 -81 -69 -80 -80 -88 -82 -75 -75 -74 -91 -86 -89 -91 -91 -87 -86 -86 -81 -44 -81 -84 -87 -89 -86 -86 -86
-51 -84 -70 -80 -79 -88 -84 -78 -78 -77 -91 -85 -89 -90 -91 -86 -86 -87 -81 -45 -81 -84 -87 -87 -86 -86 -86 -87
-46 -84 -71 -82 -81 -86 -78 -78 -78 -84 -88 -90 -91 -87 -84 -86 -79 -44 -81 -84 -87 -87 -86 -86 -89 -87 -86 -88
-48 -80 -68 -80 -80 -80 -78 -76 -78 -87 -92 -91 -85 -87 -85 -79 -45 -85 -86 -87 -86 -86 -89 -85 -86 -88 -89 -86 -89
