HomeBox-8540_2.4G
HomeBox-8540_2.4G
HomeBox-8540_2.4G	HomeBox-8540_5G	HUAWEI_H122_7F3B	Kernehuset				HUAWEI_H122_7F3B	HUAWEI_H122_7F3B_5G			HUAWEI_H122_5291	WiFimodem-C513		HUAWEI_H122_5291_5G	HUAWEI-C0C7CE-EXT	DIRECT-8C-HP ENVY 5640 series	HUAWEI_H122_7F4B_5G	WiFimodem-A5A4	ZyXEL_1548	delca	Zyxel_4531	vitke	
HomeBox-8540_2.4G	HomeBox-8540_5G	HUAWEI_H122_7F3B	Kernehuset				HUAWEI_H122_7F3B	HUAWEI_H122_7F3B_5G			HUAWEI_H122_5291	WiFimodem-C513		HUAWEI_H122_5291_5G	HUAWEI-C0C7CE-EXT	DIRECT-8C-HP ENVY 5640 series	HUAWEI_H122_7F4B_5G	WiFimodem-A5A4	ZyXEL_1548	delca	Zyxel_4531	vitke	
HomeBox-8540_2.4G	HomeBox-8540_5G	HUAWEI_H122_7F3B	Kernehuset				HUAWEI_H122_7F3B	HUAWEI_H122_7F3B_5G			HUAWEI_H122_5291	WiFimodem-C513		HUAWEI_H122_5291_5G	HUAWEI-C0C7CE-EXT	DIRECT-8C-HP ENVY 5640 series	HUAWEI_H122_7F4B_5G	WiFimodem-A5A4	ZyXEL_1548	delca	Zyxel_4531	vitke		Hogwarts	HUAWEI_H122_7F4B	HUAWEI_H122_E253	HUAWEI-B535-FFE8	FTTH_RW9977	WiFimodem-28B3
HomeBox-8540_2.4G	HomeBox-8540_5G	HUAWEI_H122_7F3B	Kernehuset				HUAWEI_H122_7F3B	HUAWEI_H122_7F3B_5G			HUAWEI_H122_5291	WiFimodem-C513		HUAWEI_H122_5291_5G	HUAWEI-C0C7CE-EXT	DIRECT-8C-HP ENVY 5640 series	HUAWEI_H122_7F4B_5G	WiFimodem-A5A4	ZyXEL_1548	delca	Zyxel_4531	vitke		Hogwarts	HUAWEI_H122_7F4B	HUAWEI_H122_E253	HUAWEI-B535-FFE8	FTTH_RW9977	WiFimodem-28B3
