b8:69:f4:d8:87:ad	18:e8:29:92:16:cd	1e:e8:29:92:16:cd	74:83:c2:28:fc:a2	76:83:c2:28:fc:a2	86:83:c2:28:fc:a2	96:83:c2:28:fc:a2	f4:92:bf:af:31:1a	f4:92:bf:af:62:fe	e0:63:da:38:3f:d7
UVDR4400_5GHz(5180)	Voxev\xc3\xa6rket(5180)	(5180)	DIS Employee(5200)	DIS Guest(5200)	DIS Mobile(5200)	(5200)	Blue Ocean Robotics(5200)	Blue Ocean Robotics(5220)	Blue Ocean Robotics(5180)
