54:64:d9:7c:85:46	02:dc:e5:3b:7f:36	02:dc:e5:3b:7f:39	54:64:d9:7c:85:4a	02:dc:e5:3b:7f:32	02:dc:e5:3b:7f:37	f4:92:bf:79:eb:6c	f6:92:bf:19:eb:6c	74:a5:28:fa:d1:b4	fa:8f:ca:6e:bf:46	02:dc:e5:3b:7f:38
HomeBox-8540_2.4G	HUAWEI_H122_7F3B	HUAWEI_H122_7F3B_5G	HomeBox-8540_5G	HUAWEI_H122_7F3B				Kernehuset		
